Delta_T_C_scaled,Rload_ohm_scaled,Seebeck_V_per_K_scaled,Power_W_scaled,Efficiency_%_scaled
0.9370148059223689,0.6494736842105262,0.0,0.04985105551441493,0.046758151142130826
0.8247298919567827,0.4310526315789473,1.0,0.08862054178165281,0.09741420150185001
0.6603041216486596,0.22526315789473683,0.0,0.0725946035930196,0.09515714546879485
0.8726290516206483,0.561578947368421,0.0,0.05073384874382539,0.05091901879710373
0.5110044017607043,0.73,1.0,0.02562230777425297,0.03816638324268383
0.13457382953181274,0.38526315789473686,1.0,0.00950322603759984,0.031110184181959724
0.3964385754301721,0.6794736842105262,0.0,0.012373996930398756,0.02038667261605224
0.8227691076430572,0.14578947368421052,1.0,0.21672933630849223,0.24606935744250277
0.9673069227691076,0.36263157894736836,0.5,0.1109567482469854,0.10742628855545931
0.43245298119247705,0.9342105263157894,0.5,0.01277429046270957,0.019616433873608626
0.021048419367747095,0.036842105263157884,0.5,0.017613300783284058,0.093751885673889
0.990516206482593,0.9068421052631579,0.5,0.049362481869757585,0.04388686258287695
0.4136854741896759,0.49999999999999994,0.5,0.022206876413422325,0.03862323551960262
0.15714285714285714,0.673157894736842,1.0,0.006198217440713335,0.01778411555955224
0.7815926370548221,0.9678947368421054,1.0,0.03793686046932287,0.04077486254182811
0.21248499399759907,0.9857894736842105,0.0,0.003465443383820475,0.006702916024557236
0.6097238895558224,0.7405263157894737,0.5,0.027158366560740332,0.034992481638585454
0.06342537014805927,0.8799999999999999,0.0,0.0009913896389967766,0.002943011512345009
0.2930372148859544,0.7742105263157895,0.0,0.00706581361716514,0.013228426320548178
0.4887955182072829,0.7252631578947368,0.5,0.019759849905691147,0.02951402585587678
0.6782312925170069,0.8310526315789473,1.0,0.034992253048584415,0.04234241124602736
0.24325730292116848,0.5684210526315789,0.0,0.007685913936100591,0.017080195501842324
0.8018007202881152,0.76,0.5,0.04109779698157408,0.04356472481318363
0.7486594637855142,0.30052631578947364,1.0,0.10421348956045189,0.12521088472303948
0.42909163665466193,0.48052631578947375,1.0,0.02960712167921095,0.05146277834666588
0.19175670268107242,0.4684210526315789,0.5,0.008995931128253705,0.024116110447863395
0.9080032012805122,0.3394736842105263,1.0,0.12827531135285017,0.13203875716633762
0.8964785914365747,0.598421052631579,0.0,0.0499992523276705,0.04888021062190056
0.859903961584634,0.6821052631578948,0.0,0.04121485438310378,0.04096155353867338
0.1092436974789916,0.16894736842105262,0.0,0.010881539479391522,0.0394527547237396
0.06942777110844339,0.3484210526315789,1.0,0.006419604506319082,0.02659731182143956
0.3125650260104042,0.8426315789473684,1.0,0.011060707673334062,0.02171893964586928
0.014765906362545017,0.9221052631578948,0.5,0.0005493645315405317,0.0026027241575533027
0.024809923969587838,0.3936842105263158,1.0,0.0036176666071589614,0.018365080168503377
0.3370948379351741,0.5894736842105261,0.0,0.01136117794105989,0.02110180106326054
0.8771108443377351,0.9815789473684209,1.0,0.04527381747968997,0.044672788364464144
0.38323329331732686,0.43578947368421045,0.0,0.018199310111745724,0.03282657066459495
0.6781512605042017,0.29526315789473684,0.5,0.07461941423715483,0.09582808113171433
0.4386954781912766,0.6178947368421053,1.0,0.024072582429288312,0.04032560627853104
0.8882753101240497,0.33473684210526317,0.0,0.0834829938734747,0.08576319134447623
0.8492997198879553,0.9378947368421053,0.5,0.03688198336465589,0.03654513845556213
0.6206882753101242,0.9726315789473685,0.0,0.017100919798394416,0.019916988809468322
0.6382152861144457,0.09999999999999998,0.0,0.12625345435553623,0.17369818337658782
0.10620248099239699,0.79,0.0,0.0020116173551041217,0.005596224814411046
0.11000400160064028,0.983157894736842,0.0,0.0014995868636163384,0.003493820880067805
0.6097238895558224,0.5289473684210526,0.0,0.030113235583717902,0.03931729513675562
0.16726690676270506,0.1563157894736842,0.5,0.02099285154209469,0.06484088881605772
0.4778711484593838,0.5926315789473684,1.0,0.02835879468809478,0.04512394781503792
0.7085234093637456,0.9910526315789472,0.5,0.02593487867769288,0.02890490915098548
0.8936774709883955,0.43421052631578944,0.5,0.08281415686876495,0.08458362492820456
0.20100040016006404,0.4657894736842105,0.5,0.009529722849585691,0.024991969279531012
0.18859543817527014,0.29947368421052634,0.0,0.01080170446479014,0.029868701292470295
0.12969187675070026,0.01999999999999999,0.5,0.05008605647092982,0.17747207821681732
0.9091236494597841,0.9184210526315788,0.5,0.04218193040689453,0.039897193385204165
0.7468187274909965,0.5700000000000001,0.5,0.04809182469301028,0.05521568166090521
0.8788715486194478,0.1336842105263158,0.0,0.17169923104267756,0.18347870176090528
0.0818327330932373,0.01736842105263159,0.0,0.030357017241780755,0.12574343998609053
0.5394957983193278,0.18368421052631578,1.0,0.09455244921026498,0.14691810620442958
0.8336534613845539,0.5073684210526317,0.0,0.051695561231849624,0.054179553136882
0.6492597038815526,0.12157894736842104,0.0,0.1134403320954314,0.1534770033267716
0.4399359743897559,0.4889473684210525,0.0,0.019849416497707308,0.032414839313301934
0.4565826330532213,0.7094736842105263,0.0,0.014579309873990396,0.02192136386553721
0.3033213285314125,0.4942105263157895,0.0,0.011749622817310613,0.023855439557673642
0.9520608243297322,0.17368421052631577,0.0,0.16111036899962647,0.16052981261358523
0.6615846338535414,0.4663157894736842,0.0,0.03849482945326756,0.048100339909282995
0.28175270108043216,0.7915789473684209,0.5,0.008322592639276729,0.016777118989593137
0.6849139655862346,0.5900000000000001,1.0,0.04927643854628456,0.06110582719303664
0.8121648659463785,0.41526315789473683,1.0,0.0893880111051082,0.0996003171162406
0.6113645458183274,0.6242105263157893,0.5,0.032143502501703836,0.042190576878006245
0.6188075230092036,0.5094736842105263,1.0,0.04821298203540162,0.06500856573163839
0.9512204881952782,0.7073684210526314,1.0,0.07096898003149509,0.06784550565035664
0.8848739495798321,0.5389473684210526,1.0,0.08112068715937129,0.08347098900573575
0.543657462985194,0.05578947368421053,0.5,0.17312088988495883,0.2712676718971088
0.7360144057623048,0.9657894736842105,1.0,0.034472895534378024,0.03868145120455401
0.33893557422969184,0.16,1.0,0.055391280958602324,0.11781445372875676
0.3783913565426171,0.24263157894736842,0.5,0.0376311914059318,0.07296477885946692
0.931452581032413,0.75,0.0,0.04303881810677869,0.03988291052182233
0.7412565026010405,0.23421052631578948,1.0,0.1265395911293442,0.1543571013545112
0.6241296518607444,0.3789473684210526,0.5,0.052669576359596064,0.07095686774262329
0.5051220488195278,0.3805263157894737,0.5,0.038130963083092245,0.059560157732170015
0.5174869947979193,0.9152631578947368,1.0,0.02090845271849672,0.02997867286022663
0.030332132853141264,0.7215789473684211,0.5,0.0012744590483312872,0.005727860364587578
0.8388555422168869,0.20631578947368417,1.0,0.17111068856892578,0.1901162860405402
0.7391356542617047,0.4473684210526316,0.5,0.059160099913683054,0.06968711157427995
0.2679471788715487,0.8299999999999998,0.5,0.0074065468919452615,0.015138801335263652
0.9070028011204483,0.37947368421052635,0.5,0.09575655518414163,0.09734673945118533
0.4349739895958384,0.33473684210526317,1.0,0.0419455154134965,0.07395416962301946
0.25586234493797516,0.911578947368421,0.5,0.006294056547084481,0.012815964978765455
0.1396158463385354,0.3278947368421053,0.0,0.0073222325060194665,0.022947708332912792
0.4144457783113245,0.5084210526315789,0.5,0.021914329486473677,0.03800344920955951
0.8492196878751501,0.5947368421052632,0.0,0.04595912652468584,0.046802167194385576
0.9009203681472591,0.5889473684210527,1.0,0.07697324334760271,0.07769744659631388
0.9775510204081632,0.7863157894736841,0.5,0.055358620041388994,0.05047493663116721
0.5030412164865947,0.4878947368421052,1.0,0.03671728278939252,0.057372133808585545
0.1434173669467787,0.5252631578947369,0.0,0.004580461267833213,0.013166571632150096
0.8615846338535416,0.5778947368421052,0.5,0.05995433419645659,0.06180878380697089
0.751140456182473,0.4852631578947369,0.5,0.05635695807514485,0.06523511675768665
0.8410964385754303,0.8705263157894736,0.0,0.031400943641717305,0.03064301113507987
0.4374149659863947,0.5305263157894737,0.0,0.01820519736591957,0.02951120937487576
0.1440576230492197,0.6789473684210525,0.0,0.003410183250769969,0.00910111594217677
0.8811924769907964,0.47315789473684206,1.0,0.09077836945245002,0.09436367755362082
0.9977591036414566,0.10421052631578948,0.0,0.25187738300206064,0.2439854124779995
0.01792717086834733,0.3621052631578947,0.5,0.0028480861914229856,0.01496258526378698
0.9704681872749101,0.99,0.5,0.04379059751476003,0.03910437222102998
0.23469387755102045,0.6547368421052631,0.5,0.008057765487928047,0.018554429256407358
0.42937174869947975,0.1105263157894737,0.5,0.08185013913646223,0.1498028593563793
0.3831932773109244,0.005789473684210532,1.0,0.23954566646942935,0.48257559433685887
0.4536214485794318,0.54,1.0,0.028721754882785687,0.04768988142432517
0.06210484193677468,0.9442105263157894,1.0,0.0017820757149650283,0.0065622195328489345
0.24333733493397358,0.7573684210526315,0.0,0.00564594967381249,0.01162429472955343
0.7825930372148859,0.8642105263157895,0.0,0.028054353801228026,0.02880665887354303
0.9995198079231693,0.5073684210526317,0.0,0.06998295124095916,0.06388547261171727
0.3478991596638656,0.11947368421052632,1.0,0.07102478909523097,0.14959500639184445
0.12501000400160067,0.5631578947368421,1.0,0.006025511343018144,0.019535993155935016
0.1875950380152061,0.41684210526315785,0.5,0.009865865801682753,0.027101654694046275
0.525250100040016,0.4031578947368421,1.0,0.04661707857831272,0.07159899422830555
0.3188475390156062,0.22947368421052633,0.5,0.03152923476484454,0.06812388783767252
0.6767507002801121,0.9021052631578947,1.0,0.0321960746903453,0.0386447886108271
0.34297719087635054,0.9926315789473683,0.5,0.008565363333252685,0.014703597144225049
0.1503401360544218,0.6499999999999999,0.0,0.0037665010816969454,0.010029554216434007
0.9186474589835936,0.3726315789473684,0.0,0.08030638269711475,0.07989789235218496
0.32184873949579834,0.7052631578947368,0.5,0.01120510804717521,0.021548220416337187
0.6080032012805123,0.0668421052631579,1.0,0.2247207711553012,0.3248528244327642
0.9602240896358545,0.24789473684210522,1.0,0.18396858914811942,0.18270748319361102
0.3266106442577031,0.36736842105263157,0.0,0.017200532807634533,0.03478644696303312
0.03605442176870749,0.7073684210526314,0.5,0.001438263053907735,0.006257786562971419
0.1467386954781913,0.0031578947368421095,1.0,0.08805635045240374,0.2981635129914571
0.4241696678671469,0.04684210526315789,0.5,0.1326982947102718,0.2476405331255285
0.5360544217687075,0.4205263157894737,0.5,0.0380333223447359,0.05663530784755363
0.455062024809924,0.8905263157894738,1.0,0.017732310311743715,0.027690803748418986
0.5405362144857944,0.5005263157894737,0.5,0.032786499492524664,0.04785784977910526
