Delta_T_C,Rload_ohm,Material,Seebeck_V_per_K,Voltage_V,Power_W,Efficiency_%
57.11,8.63,PbTe,0.00018,0.0102798,1.2244992820393975e-05,0.0002144106604866744
127.98,12.14,Skutterudite,0.0002,0.025596,5.396665700164745e-05,0.0004216803953871499
85.53,9.33,Skutterudite,0.0002,0.017106,3.136283344051447e-05,0.0003666881028938906
282.71,16.82,PbTe,0.00018,0.0508878,0.00015395768066825204,0.0005445781212841854
125.15,14.16,PbTe,0.00018,0.022527000000000002,3.583797521186441e-05,0.0002863601694915254
57.42,5.76,Bi2Te3,0.00022,0.0126324,2.770443225e-05,0.00048248749999999993
293.13,3.53,PbTe,0.00018,0.0527634,0.0007886618638980171,0.0026904849858356943
127.82,15.62,Bi2Te3,0.00022,0.0281204,5.0624641239436626e-05,0.0003960619718309859
193.29,19.15,PbTe,0.00018,0.0347922,6.321134103603134e-05,0.0003270285117493473
152.15,17.19,PbTe,0.00018,0.027387,4.363279633507853e-05,0.00028677486910994764
76.54,6.79,Skutterudite,0.0002,0.015308000000000002,3.451176200294552e-05,0.000450898379970545
251.11,18.75,Skutterudite,0.0002,0.050222,0.00013451996181333337,0.0005357013333333335
284.83,7.54,Bi2Te3,0.00022,0.0626626,0.0005207694215862068,0.001828351724137931
170.8,8.19,Skutterudite,0.0002,0.03416,0.00014247931623931627,0.0008341880341880344
237.36,19.02,Skutterudite,0.0002,0.04747200000000001,0.00011848531987381706,0.0004991798107255521
143.55,14.58,Skutterudite,0.0002,0.028710000000000003,5.65338888888889e-05,0.0003938271604938272
299.46,15.43,PbTe,0.00018,0.0539028,0.0001883027769176928,0.0006288077770576798
277.54,5.42,Bi2Te3,0.00022,0.0610588,0.0006878555456531366,0.00247840147601476
121.12,3.24,Bi2Te3,0.00022,0.0266464,0.00021914525708641974,0.001809323456790123
264.57,10.29,Bi2Te3,0.00022,0.0582054,0.0003292389299475219,0.0012444303206997085
158.83,9.61,PbTe,0.00018,0.028589400000000004,8.505242376274717e-05,0.0005354934443288242
101.06,15.29,Bi2Te3,0.00022,0.0222332,3.232931211510792e-05,0.00031990215827338127
241.21,1.09,Skutterudite,0.0002,0.04824200000000001,0.002135128957798166,0.008851743119266058
61.95,6.47,PbTe,0.00018,0.011151000000000001,1.9218670942812987e-05,0.0003102287480680062
200.63,8.88,PbTe,0.00018,0.036113400000000004,0.00014686685355405407,0.0007320283783783783
50.12,19.75,PbTe,0.00018,0.0090216,4.120975522025316e-06,8.222217721518986e-05
288.29,18.42,Skutterudite,0.0002,0.05765800000000001,0.00018048018262757876,0.0006260369163952227
280.2,18.14,PbTe,0.00018,0.050436,0.00014023098654906285,0.0005004674751929438
50.71,11.35,Skutterudite,0.0002,0.010142,9.062569515418502e-06,0.00017871365638766516
250.57,6.79,Skutterudite,0.0002,0.050114,0.0003698693661266568,0.0014761119293078054
170.99,12.71,Skutterudite,0.0002,0.034198000000000006,9.201441416207713e-05,0.0005381274586939419
190.8,6.5,PbTe,0.00018,0.034344000000000006,0.0001814631286153847,0.0009510646153846158
290.28,13.64,PbTe,0.00018,0.052250399999999995,0.00020015427420527854,0.0006895214076246333
96.46,17.91,Bi2Te3,0.00022,0.0212212,2.5144574508096036e-05,0.00026067359017308765
221.31,2.43,Skutterudite,0.0002,0.044262,0.0008062241333333333,0.003642962962962963
169.92,3.01,Bi2Te3,0.00022,0.037382399999999996,0.00046426705307641195,0.002732268438538206
272.72,18.07,Skutterudite,0.0002,0.05454400000000001,0.00016464017354731603,0.0006036967349197565
289.63,2.05,PbTe,0.00018,0.0521334,0.0013258006807609758,0.004577566829268294
293.1,6.16,Bi2Te3,0.00022,0.06448200000000001,0.0006749883642857145,0.002302928571428572
125.3,15.51,PbTe,0.00018,0.022554,3.279709323017408e-05,0.0002617485493230174
91.43,13.27,Bi2Te3,0.00022,0.020114600000000003,3.048961063752827e-05,0.00033347490580256224
258.14,16.16,PbTe,0.00018,0.0464652,0.00013360240167326732,0.0005175579207920792
121.68,3.51,Skutterudite,0.0002,0.024336000000000003,0.00016872960000000005,0.001386666666666667
175.9,19.01,PbTe,0.00018,0.031662,5.27344683850605e-05,0.0002997980010520779
112.5,19.52,PbTe,0.00018,0.02025,2.1007300204918034e-05,0.00018673155737704918
187.5,14.89,Skutterudite,0.0002,0.0375,9.444257891202148e-05,0.0005036937541974479
165.77,8.37,PbTe,0.00018,0.029838600000000003,0.00010637300477419359,0.0006416903225806453
159.29,11.7,PbTe,0.00018,0.028672200000000002,7.026453443076924e-05,0.0004411107692307693
164.05,2.85,Bi2Te3,0.00022,0.036091000000000005,0.00045703869508771937,0.0027859719298245615
272.24,17.46,Skutterudite,0.0002,0.054448,0.000169792938373425,0.00062368843069874
202.98,15.32,PbTe,0.00018,0.036536400000000004,8.713502121148827e-05,0.00042927885117493474
65.53,18.8,Skutterudite,0.0002,0.013106000000000001,9.13655510638298e-06,0.0001394255319148936
179.17,3.75,Skutterudite,0.0002,0.035834,0.00034242014826666665,0.0019111466666666668
220.69,7.15,Bi2Te3,0.00022,0.0485518,0.0003296891305230769,0.0014939015384615383
178.15,14.01,Bi2Te3,0.00022,0.039193000000000006,0.00010964248743754464,0.000615450392576731
205.65,3.92,Bi2Te3,0.00022,0.045243000000000005,0.0005221757778061226,0.002539147959183674
71.22,8.09,PbTe,0.00018,0.0128196,2.0314232899876392e-05,0.00028523213844252167
160.69,12.12,Skutterudite,0.0002,0.032138,8.521873300330033e-05,0.0005303300330033004
298.22,12.64,PbTe,0.00018,0.05367960000000001,0.00022796672912658234,0.0007644246835443039
66.75,9.63,PbTe,0.00018,0.012015000000000001,1.4990677570093459e-05,0.00022457943925233644
250.95,10.88,Skutterudite,0.0002,0.05019,0.00023152905330882349,0.000922610294117647
162.55,10.53,PbTe,0.00018,0.029259000000000004,8.130000769230771e-05,0.0005001538461538462
208.43,15.11,Bi2Te3,0.00022,0.0458546,0.0001391558134454004,0.0006676381204500331
61.66,11.61,Bi2Te3,0.00022,0.0135652,1.58496684788975e-05,0.0002570494401378122
148.88,13.11,Bi2Te3,0.00022,0.0327536,8.18305349321129e-05,0.0005496408848207475
151.69,3.68,Bi2Te3,0.00022,0.0333718,0.0003026296291413043,0.0019950532608695648
280.04,4.82,Bi2Te3,0.00022,0.061608800000000005,0.000787478057560166,0.002812019917012448
192.8,4.32,Skutterudite,0.0002,0.038560000000000004,0.00034418370370370373,0.0017851851851851854
141.76,1.5,Bi2Te3,0.00022,0.031187199999999998,0.0006484276292266666,0.004574122666666666
158.18,12.5,Skutterudite,0.0002,0.031636000000000004,8.006691968000003e-05,0.0005061760000000002
172.33,5.54,PbTe,0.00018,0.031019400000000003,0.00017368288381949462,0.0010078505415162457
130.79,17.7,Bi2Te3,0.00022,0.0287738,4.677579471412429e-05,0.00035764045197740114
104.36,4.38,Bi2Te3,0.00022,0.0229592,0.00012034814261187213,0.0011532018264840181
125.9,2.08,Skutterudite,0.0002,0.02518,0.0003048232692307692,0.0024211538461538454
108.84,17.67,Bi2Te3,0.00022,0.023944800000000002,3.244784646519525e-05,0.0002981242784380306
165.95,1.83,Bi2Te3,0.00022,0.036509,0.000728364525136612,0.004389060109289618
121.24,16.99,Skutterudite,0.0002,0.024248,3.460656291936433e-05,0.0002854384932313125
258.01,2.47,Skutterudite,0.0002,0.051602,0.00107804307854251,0.0041782995951417
86.95,8.81,Skutterudite,0.0002,0.017390000000000003,3.4326004540295125e-05,0.00039477866061293993
62.28,18.85,PbTe,0.00018,0.0112104,6.667006268435014e-06,0.00010704891246684351
240.14,11.99,Bi2Te3,0.00022,0.0528308,0.0002327851066422018,0.0009693724770642201
222.05,14.95,PbTe,0.00018,0.039969000000000005,0.00010685758936454852,0.0004812321070234115
151.51,9.49,Bi2Te3,0.00022,0.0333322,0.00011707434740147522,0.0007727169652265542
70.49,12.61,PbTe,0.00018,0.0126882,1.2766884951625696e-05,0.0001811162569389374
231.51,15.03,Skutterudite,0.0002,0.046302,0.00014263973413173656,0.0006161277445109782
141.13,6.0,Skutterudite,0.0002,0.028226,0.00013278451266666668,0.0009408666666666668
157.28,14.59,Skutterudite,0.0002,0.031456000000000005,6.781904976010968e-05,0.00043119945167923243
198.39,12.35,PbTe,0.00018,0.0357102,0.00010325654931497974,0.0005204725506072874
138.57,7.08,Skutterudite,0.0002,0.027714,0.00010848386949152541,0.0007828813559322032
240.19,16.05,PbTe,0.00018,0.0432342,0.00011646081306168224,0.0004848695327102803
69.25,1.74,PbTe,0.00018,0.012465,8.929668103448276e-05,0.0012894827586206895
258.04,12.54,Bi2Te3,0.00022,0.05676880000000001,0.0002569933535438597,0.0009959438596491232
245.79,16.9,PbTe,0.00018,0.0442422,0.00011582084383668642,0.0004712186982248522
223.78,2.91,Bi2Te3,0.00022,0.0492316,0.0008329039307766323,0.003721976632302405
234.66,17.91,Skutterudite,0.0002,0.046932,0.00012298227939698493,0.0005240871021775544
153.43,9.8,Bi2Te3,0.00022,0.0337546,0.00011626255317959185,0.0007577563265306122
255.11,2.86,PbTe,0.00018,0.045919800000000004,0.0007372825286853148,0.002890057342657343
209.23,7.13,PbTe,0.00018,0.0376614,0.00019893142355680224,0.0009507786816269284
96.98,9.28,Bi2Te3,0.00022,0.021335600000000003,4.905256760344829e-05,0.0005058008620689656
122.12,1.31,Skutterudite,0.0002,0.024424,0.0004553677679389313,0.0037288549618320604
293.27,9.94,Bi2Te3,0.00022,0.0645194,0.0004187880257907445,0.00142799476861167
185.23,5.32,Skutterudite,0.0002,0.037046,0.0002579710744360903,0.0013927067669172936
88.06,16.72,Bi2Te3,0.00022,0.0193732,2.244742094736842e-05,0.00025491052631578946
223.1,18.4,Skutterudite,0.0002,0.04462,0.0001082035,0.0004849999999999999
121.86,10.17,PbTe,0.00018,0.0219348,4.7309287221238943e-05,0.00038822654867256645
195.77,1.03,Skutterudite,0.0002,0.039154,0.001488384190291262,0.007602718446601942
150.1,11.11,PbTe,0.00018,0.027018,6.57040795679568e-05,0.00043773537353735385
244.35,13.51,Skutterudite,0.0002,0.048870000000000004,0.00017677845299777945,0.0007234641006661733
250.18,13.19,Skutterudite,0.0002,0.050036000000000004,0.00018981056072782414,0.0007586959818043974
172.34,7.5,PbTe,0.00018,0.031021200000000002,0.000128308646592,0.0007445088
128.81,1.79,PbTe,0.00018,0.023185800000000003,0.00030032476069273746,0.002331532960893855
166.68,9.63,Bi2Te3,0.00022,0.036669600000000004,0.0001396323534953271,0.0008377271028037383
257.7,4.36,Bi2Te3,0.00022,0.056694,0.0007372040449541284,0.0028607064220183484
96.8,9.05,Skutterudite,0.0002,0.01936,4.141542541436463e-05,0.00042784530386740324
201.86,2.51,Skutterudite,0.0002,0.040372000000000005,0.0006493619059760959,0.0032168924302788857
289.46,5.85,Bi2Te3,0.00022,0.0636812,0.0006932128604170939,0.0023948485470085467
92.72,6.05,PbTe,0.00018,0.016689600000000002,4.604012366280994e-05,0.0004965500826446283
285.8,6.22,PbTe,0.00018,0.051444000000000004,0.00042547992540192933,0.0014887331189710612
102.24,11.82,Skutterudite,0.0002,0.020448,3.5374002030456854e-05,0.00034598984771573604
231.92,3.47,Skutterudite,0.0002,0.046384,0.0006200217452449568,0.00267342939481268
134.56,13.53,Skutterudite,0.0002,0.026912000000000002,5.352961892091649e-05,0.0003978122690317813
161.43,6.57,Skutterudite,0.0002,0.032286,0.00015865841643835618,0.0009828310502283104
166.49,3.72,Bi2Te3,0.00022,0.0366278,0.0003606440142043011,0.0021661602150537633
177.89,14.94,PbTe,0.00018,0.0320202,6.862739009638554e-05,0.00038578554216867474
251.68,15.01,Skutterudite,0.0002,0.050336000000000006,0.00016880165862758167,0.0006706995336442374
199.76,9.02,PbTe,0.00018,0.035956800000000004,0.00014333608273170737,0.0007175414634146345
137.36,15.94,Bi2Te3,0.00022,0.030219200000000005,5.728983993977417e-05,0.000417078042659975
292.04,6.8,PbTe,0.00018,0.05256720000000001,0.0004063691935058825,0.0013914847058823533
126.22,6.43,Skutterudite,0.0002,0.025244000000000003,9.910723732503892e-05,0.0007851944012441683
147.59,17.7,Skutterudite,0.0002,0.029518000000000003,4.9226684971751424e-05,0.00033353672316384185
281.64,16.76,Bi2Te3,0.00022,0.061960799999999996,0.00022906567641050113,0.0008133279236276847
56.29,14.04,PbTe,0.00018,0.010132200000000001,7.312071000000002e-06,0.00012990000000000004
119.88,13.95,Skutterudite,0.0002,0.023976,4.120778322580646e-05,0.00034374193548387103
183.49,3.53,Skutterudite,0.0002,0.036698,0.0003815136555240794,0.002079206798866856
83.07,2.36,Skutterudite,0.0002,0.016614,0.00011695974406779662,0.0014079661016949154
181.98,8.91,Bi2Te3,0.00022,0.0400356,0.00017989329599999996,0.0009885333333333331
143.86,19.6,PbTe,0.00018,0.025894800000000003,3.421125852244898e-05,0.00023780938775510202
86.26,14.33,Skutterudite,0.0002,0.017252000000000003,2.0769818841591077e-05,0.0002407815771109561
152.44,12.84,PbTe,0.00018,0.0274392,5.863782684112149e-05,0.0003846616822429906
258.45,5.75,Bi2Te3,0.00022,0.056859,0.0005622514575652174,0.002175474782608696
114.02,11.8,PbTe,0.00018,0.0205236,3.569645397966101e-05,0.0003130718644067796
220.08,9.57,PbTe,0.00018,0.03961440000000001,0.000163981263047022,0.000745098432601881
71.31,14.58,PbTe,0.00018,0.012835800000000001,1.1300258000000003e-05,0.0001584666666666667
110.21,13.74,Bi2Te3,0.00022,0.0242462,4.278589624745269e-05,0.0003882215429403202
212.24,9.22,PbTe,0.00018,0.03820320000000001,0.00015829549785683302,0.0007458325379609545
144.82,15.72,PbTe,0.00018,0.0260676,4.322644845801526e-05,0.0002984839694656488
88.69,3.36,Bi2Te3,0.00022,0.0195118,0.00011330664858333332,0.0012775583333333332
285.2,14.1,Skutterudite,0.0002,0.05704,0.00023074904964539008,0.0008090780141843972
262.77,2.79,Skutterudite,0.0002,0.052554,0.000989936529032258,0.0037673118279569883
78.73,15.77,Bi2Te3,0.00022,0.017320600000000002,1.902366419530755e-05,0.00024163170577045024
83.54,6.05,Skutterudite,0.0002,0.016708,4.6141696528925626e-05,0.0005523305785123967
209.01,16.68,PbTe,0.00018,0.037621800000000004,8.485610523021585e-05,0.0004059906474820145
234.99,4.57,PbTe,0.00018,0.0422982,0.0003914962195273523,0.0016660122538293216
207.74,7.2,Bi2Te3,0.00022,0.0457028,0.0002901036010888889,0.0013964744444444443
207.7,10.21,Bi2Te3,0.00022,0.045694,0.0002044996705190989,0.0009845915768854064
284.21,13.34,PbTe,0.00018,0.051157799999999996,0.00019618594459070462,0.0006902851574212892
256.15,9.19,Bi2Te3,0.00022,0.056353,0.00034555610544069644,0.0013490380848748642
215.06,5.28,PbTe,0.00018,0.038710800000000004,0.00028381174936363643,0.0013196863636363641
268.12,11.67,PbTe,0.00018,0.0482616,0.0001995871494910026,0.0007443948586118252
177.75,14.87,Bi2Te3,0.00022,0.039105,0.00010283799764626767,0.0005785541358439811
83.68,8.32,Bi2Te3,0.00022,0.0184096,4.0734780307692315e-05,0.0004867923076923078
149.12,13.91,PbTe,0.00018,0.026841600000000004,5.179521858806615e-05,0.00034733918044572255
255.66,3.77,Bi2Te3,0.00022,0.0562452,0.0008391306427161805,0.00328221326259947
291.78,7.89,Skutterudite,0.0002,0.058356,0.00043161251406844103,0.0014792395437262357
158.12,18.75,Skutterudite,0.0002,0.031624,5.3337460053333334e-05,0.0003373226666666666
55.31,1.7,Skutterudite,0.0002,0.011062,7.198108470588235e-05,0.001301411764705882
297.58,18.23,Skutterudite,0.0002,0.059516,0.0001943035795940757,0.0006529456939111355
153.43,10.5,Skutterudite,0.0002,0.030686,8.967910438095239e-05,0.0005844952380952381
89.32,13.79,Bi2Te3,0.00022,0.0196504,2.8001321258883247e-05,0.00031349441624365477
245.37,19.39,Bi2Te3,0.00022,0.053981400000000006,0.00015028321536668388,0.0006124759154203198
103.15,19.73,PbTe,0.00018,0.018567000000000004,1.747255392802839e-05,0.00016938976178408518
202.42,15.07,Skutterudite,0.0002,0.040484,0.00010875608865295289,0.0005372793629727936
65.9,17.72,PbTe,0.00018,0.011862000000000001,7.940578103837474e-06,0.00012049435665914223
123.28,15.71,PbTe,0.00018,0.022190400000000002,3.134397531253979e-05,0.00025425028644175684
172.2,14.78,Skutterudite,0.0002,0.03444,8.025125845737483e-05,0.0004660351826792964
219.54,16.79,Bi2Te3,0.00022,0.0482988,0.00013893830145562838,0.0006328609886837404
110.84,11.8,PbTe,0.00018,0.019951200000000002,3.373308317288136e-05,0.00030434033898305083
250.42,15.44,Skutterudite,0.0002,0.050084,0.0001624615968911917,0.0006487564766839378
237.14,6.71,Bi2Te3,0.00022,0.052170799999999996,0.00040563224629508194,0.001710518032786885
157.28,10.13,Bi2Te3,0.00022,0.0346016,0.0001181905945271471,0.00075146614017769
97.97,9.9,Skutterudite,0.0002,0.019594,3.878028646464646e-05,0.0003958383838383838
276.96,7.45,Bi2Te3,0.00022,0.0609312,0.0004983370648912751,0.0017993106040268456
274.08,12.37,PbTe,0.00018,0.0493344,0.00019675691377202912,0.0007178813257881973
264.94,13.96,PbTe,0.00018,0.0476892,0.00016291259288252148,0.0006149037249283667
77.35,4.21,PbTe,0.00018,0.013923,4.6045113776722084e-05,0.0005952826603325415
67.4,7.62,Bi2Te3,0.00022,0.014828000000000003,2.8854276115485573e-05,0.00042810498687664047
128.16,17.01,Bi2Te3,0.00022,0.0281952,4.6735408761904755e-05,0.0003646645502645502
53.74,18.52,Skutterudite,0.0002,0.010748,6.237554211663068e-06,0.00011606911447084234
56.25,8.48,Bi2Te3,0.00022,0.012375,1.8059035966981134e-05,0.00032104952830188684
134.29,12.2,PbTe,0.00018,0.0241722,4.789305351147542e-05,0.00035663901639344266
269.24,19.65,Bi2Te3,0.00022,0.0592328,0.00017855087001730283,0.0006631662086513995
145.82,9.28,PbTe,0.00018,0.0262476,7.423884760344827e-05,0.0005091129310344827
219.52,6.61,Skutterudite,0.0002,0.043904000000000006,0.0002916128919818457,0.0013284114977307109
159.68,12.74,Bi2Te3,0.00022,0.035129600000000004,9.68672524458399e-05,0.0006066335949764522
272.03,7.36,PbTe,0.00018,0.0489654,0.00032576228222282606,0.0011975233695652172
262.29,18.82,Skutterudite,0.0002,0.052458000000000005,0.00014621900977683318,0.000557470775770457
205.16,19.48,PbTe,0.00018,0.036928800000000005,7.000699535112938e-05,0.00034123121149897334
209.54,2.9,PbTe,0.00018,0.0377172,0.0004905473020137931,0.0023410675862068965
76.59,16.01,PbTe,0.00018,0.013786200000000002,1.187128734790756e-05,0.00015499787632729546
77.54,19.68,PbTe,0.00018,0.013957200000000001,9.89854836585366e-06,0.00012765731707317074
202.42,11.05,PbTe,0.00018,0.0364356,0.00012014053822262443,0.0005935210859728506
91.85,3.97,Skutterudite,0.0002,0.01837,8.500173803526448e-05,0.00092544080604534
169.47,12.26,Bi2Te3,0.00022,0.0372834,0.00011338106978466559,0.0006690332789559543
227.11,19.83,Skutterudite,0.0002,0.045422000000000004,0.00010404226343923351,0.0004581139687342411
273.38,9.25,Skutterudite,0.0002,0.054676,0.00032318540281081083,0.0011821837837837838
100.28,9.85,Skutterudite,0.0002,0.020056,4.083686659898478e-05,0.0004072284263959391
97.18,6.69,PbTe,0.00018,0.0174924,4.573752731838565e-05,0.00047064753363228694
82.46,1.38,Skutterudite,0.0002,0.016492,0.00019709135072463771,0.002390144927536232
277.24,18.45,Skutterudite,0.0002,0.055448000000000004,0.00016663852054200545,0.0006010623306233063
236.68,11.83,Skutterudite,0.0002,0.047336,0.00018940802163989857,0.0008002704987320372
269.68,3.54,PbTe,0.00018,0.048542400000000006,0.000665639716881356,0.002468257627118644
70.5,1.33,PbTe,0.00018,0.012690000000000002,0.00012107977443609025,0.0017174436090225565
184.87,4.49,Bi2Te3,0.00022,0.0406714,0.0003684104182538976,0.001992808017817372
258.38,10.64,PbTe,0.00018,0.046508400000000005,0.00020329241264661657,0.0007867962406015039
212.3,3.31,PbTe,0.00018,0.038214000000000005,0.0004411812072507554,0.0020781027190332328
159.99,10.29,PbTe,0.00018,0.028798200000000003,8.059633850728865e-05,0.0005037586005830904
164.15,14.48,PbTe,0.00018,0.029547000000000004,6.029179620165747e-05,0.00036729696132596683
125.85,10.39,PbTe,0.00018,0.022653,4.93896447545717e-05,0.0003924485081809431
287.97,4.3,PbTe,0.00018,0.05183460000000001,0.0006248431993395351,0.00216982046511628
215.38,9.86,PbTe,0.00018,0.0387684,0.0001524329450872211,0.0007077395537525356
120.46,16.04,Skutterudite,0.0002,0.024092,3.6186063840399e-05,0.0003003990024937656
221.21,12.21,Bi2Te3,0.00022,0.04866620000000001,0.00019397207390990995,0.0008768684684684686
253.01,8.89,Bi2Te3,0.00022,0.0556622,0.00034851299312035997,0.0013774672665916759
202.83,12.86,Skutterudite,0.0002,0.040566000000000005,0.00012796270264385696,0.0006308864696734061
204.69,10.68,Bi2Te3,0.00022,0.045031800000000004,0.00018987481378651688,0.0009276213483146069
287.76,14.44,Bi2Te3,0.00022,0.0633072,0.00027754858530747915,0.0009645141274238226
271.18,11.24,Bi2Te3,0.00022,0.05965960000000001,0.0003166608427188613,0.0011677145907473313
185.91,2.06,Skutterudite,0.0002,0.037182,0.0006711170504854368,0.0036099029126213586
233.98,19.35,Bi2Te3,0.00022,0.051475599999999996,0.00013693733309354003,0.000585252299741602
134.75,4.04,Bi2Te3,0.00022,0.029645,0.0002175311943069307,0.0016143316831683167
144.61,5.61,Skutterudite,0.0002,0.028922000000000003,0.00014910554081996438,0.0010310873440285207
282.82,15.25,PbTe,0.00018,0.050907600000000004,0.00016993991723016397,0.0006008765901639345
235.29,5.45,Bi2Te3,0.00022,0.0517638,0.0004916497230165138,0.002089547889908257
206.02,8.2,Skutterudite,0.0002,0.041204000000000005,0.00020704507512195127,0.0010049756097560976
176.28,8.23,Skutterudite,0.0002,0.035256,0.00015103104933171326,0.0008567679222357229
